RC2-after,,
wcAi,DF,1st Diff
385651.33,-4047.65,-0.87
385715.01,-4048.73,-1.08
385778.84,-4049.68,-0.95
385842.06,-4050.65,-0.97
385906.1,-4051.55,-0.9
385969.91,-4052.22,-0.67
386033.67,-4052.81,-0.59
386097.64,-4053.41,-0.6
386161.47,-4054.42,-1.01
386225.44,-4055.37,-0.95
386289.06,-4056.15,-0.78
386352.79,-4056.91,-0.76
386416.56,-4057.8,-0.89
386480.46,-4058.73,-0.93
386534.68,-4059.36,-0.63
386578.8,-4059.89,-0.53
386626.8,-4060.6,-0.71
386672.47,-4061.15,-0.55
386735.77,-4061.97,-0.82
386776.27,-4062.46,-0.49
386839.65,-4063.41,-0.95
386874.4,-4063.77,-0.36
386929.08,-4064.66,-0.89
386983.79,-4065.35,-0.69
387030.14,-4065.9,-0.55
387093.88,-4066.9,-1
387142.78,-4067.65,-0.75
387206.67,-4068.63,-0.98
387253.86,-4069.27,-0.64
387294.83,-4069.96,-0.69
387336.08,-4070.42,-0.46
387377.8,-4070.93,-0.51
387430.54,-4071.65,-0.72
387494.27,-4072.69,-1.04
387558.12,-4073.51,-0.82
387621.56,-4074.58,-1.07
387684.69,-4075.45,-0.87
387747.49,-4076.17,-0.72
387810.87,-4076.86,-0.69
387874.51,-4077.57,-0.71
387938.04,-4078.5,-0.93
388001.65,-4079.37,-0.87
388064.88,-4080.25,-0.88
388119.8,-4080.91,-0.66
388121.1,-4080.93,-0.02
388174.39,-4081.77,-0.84
388229.86,-4082.5,-0.73
388275.52,-4083.05,-0.55
388329.71,-4083.74,-0.69
388381.72,-4084.43,-0.69
388445.29,-4085.24,-0.81
388508.97,-4085.89,-0.65
388572.58,-4086.67,-0.78
388635.55,-4087.58,-0.91
388698.63,-4088.49,-0.91
388762.34,-4089.22,-0.73
388826.01,-4090.1,-0.88
388889.37,-4090.6,-0.5
388952.45,-4091.49,-0.89
389016.04,-4092.45,-0.96
389079.15,-4093.24,-0.79
389106.77,-4093.67,-0.43
389140.37,-4094.2,-0.53
389195.52,-4094.94,-0.74
389259.01,-4095.72,-0.78
389301.61,-4096.34,-0.62
389342.22,-4096.94,-0.6
389384.49,-4097.69,-0.75
389447.85,-4098.5,-0.81
389488.98,-4099.15,-0.65
389530.83,-4099.72,-0.57
389586.95,-4100.39,-0.67
389642.12,-4100.88,-0.49
389705.72,-4101.58,-0.7
389768.52,-4102.27,-0.69
389820.74,-4102.93,-0.66
389874.79,-4103.74,-0.81
389919.61,-4104.47,-0.73
389964.39,-4105.13,-0.66
390018.63,-4105.86,-0.73
390082.36,-4106.87,-1.01
390146.05,-4107.96,-1.09
390209.68,-4108.58,-0.62
390273.07,-4109.29,-0.71
390336.98,-4110.04,-0.75
390400.04,-4110.97,-0.93
390463.65,-4111.88,-0.91
390527.25,-4112.89,-1.01
390589.18,-4113.88,-0.99
390652.05,-4114.78,-0.9
390715.53,-4115.68,-0.9
390770.05,-4116.11,-0.43
390823.57,-4116.79,-0.68
390879.72,-4117.44,-0.65
390931.38,-4118.05,-0.61
390980.15,-4118.42,-0.37
391035.87,-4119.03,-0.61
391099.45,-4119.81,-0.78
391162.08,-4120.78,-0.97
391225.67,-4121.68,-0.9
391288.84,-4122.46,-0.78
391352.43,-4123.46,-1
391415.85,-4124.55,-1.09
391479.52,-4125.39,-0.84
391542.92,-4126.25,-0.86
391606.31,-4127.13,-0.88
391634.8,-4127.69,-0.56
391669.86,-4128.13,-0.44
391731.35,-4129.11,-0.98
391732.11,-4130.28,-1.17
391733.47,-4129.17,1.11
391789.78,-4129.82,-0.65
391796.88,-4129.91,-0.09
391846.13,-4130.57,-0.66
391889.63,-4131.12,-0.55
391931.29,-4131.58,-0.46
391968.61,-4132.15,-0.57
392009.33,-4132.76,-0.61
392062.36,-4133.52,-0.76
392106.5,-4134.26,-0.74
392152.44,-4135.01,-0.75
392215.84,-4136.04,-1.03
392224.51,-4136.2,-0.16
392288.53,-4137.1,-0.9
392324.32,-4137.8,-0.7
392336.07,-4138.02,-0.22
392384.39,-4138.85,-0.83
392394.2,-4138.94,-0.09
392455.49,-4139.74,-0.8
392476.89,-4139.98,-0.24
392531.83,-4140.63,-0.65
392595.54,-4141.39,-0.76
392649.19,-4141.89,-0.5
392704.04,-4142.18,-0.29
392767.42,-4142.66,-0.48
392830.56,-4143.17,-0.51
392893.93,-4143.98,-0.81
392957.3,-4144.83,-0.85
393020.51,-4145.97,-1.14
393084.06,-4147.16,-1.19
393147.5,-4148.36,-1.2
393210.66,-4149.57,-1.21
393274.25,-4150.65,-1.08
393337.38,-4151.56,-0.91
393382.05,-4152.02,-0.46
393429.7,-4152.63,-0.61
393469.41,-4153.02,-0.39
393508.42,-4153.57,-0.55
393557.21,-4154.39,-0.82
393606.25,-4155.19,-0.8
393660.51,-4156.14,-0.95
393724.19,-4157.13,-0.99
393787.68,-4158.1,-0.97
393851.09,-4159.07,-0.97
393914.57,-4159.78,-0.71
393977.92,-4160.47,-0.69
394041.39,-4161.07,-0.6
394104.83,-4161.68,-0.61
394168.15,-4162.31,-0.63
394229.41,-4162.86,-0.55
394292.74,-4163.91,-1.05
394356.35,-4164.97,-1.06
394420.25,-4166.06,-1.09
394484.26,-4167.32,-1.26
394509.4,-4167.74,-0.42
394543.54,-4168.26,-0.52
394572.38,-4168.76,-0.5
394608.06,-4169.34,-0.58
394643.12,-4169.72,-0.38
394678.53,-4170.05,-0.33
394742.41,-4170.77,-0.72
394805.56,-4171.55,-0.78
394869.59,-4172.43,-0.88
394933.39,-4173.52,-1.09
394996.73,-4174.49,-0.97
395048.22,-4175.47,-0.98
395112.06,-4176.43,-0.96
395175.99,-4177.55,-1.12
395239.95,-4178.39,-0.84
395303.67,-4179.14,-0.75
395367.49,-4179.87,-0.73
395431.39,-4180.43,-0.56
395491.17,-4181.21,-0.78
395555.38,-4182.01,-0.8
395619.3,-4183.01,-1
395677.8,-4183.94,-0.93
395741.69,-4184.94,-1
395805.68,-4185.87,-0.93
395869.49,-4186.4,-0.53
395933.3,-4187.15,-0.75
395945.85,-4187.13,0.02
395976.89,-4186.65,0.48
395990.51,-4187.21,-0.56
395997.09,-4187.84,-0.63
396060.94,-4188.75,-0.91
396124.79,-4189.75,-1
396188.75,-4190.49,-0.74
396252.64,-4191.58,-1.09
396316.39,-4192.26,-0.68
396377.43,-4193.08,-0.82
396441.33,-4193.82,-0.74
396504.31,-4194.7,-0.88
396568.12,-4195.6,-0.9
396632.16,-4196.46,-0.86
396696.06,-4197.18,-0.72
396759.82,-4197.93,-0.75
396823.15,-4198.91,-0.98
396830.39,-4199.05,-0.14
396886.89,-4199.89,-0.84
396950.63,-4200.99,-1.1
397014.65,-4202.2,-1.21
397052.28,-4202.72,-0.52
397074.94,-4201.91,0.81
397115.58,-4203.66,-1.75
397156.32,-4203.43,0.23
397179.2,-4204.58,-1.15
397203.09,-4206.87,-2.29
397224.52,-4205.31,1.56
397255.55,-4205.69,-0.38
397270.96,-4205.83,-0.14
397287.19,-4204.73,1.1
397296.6,-4206.05,-1.32
397360.17,-4206.78,-0.73
397398.21,-4207.28,-0.5
397441.99,-4208.01,-0.73
397480.72,-4208.7,-0.69
397544.21,-4209.76,-1.06
397551.45,-4209.86,-0.1
397615.04,-4210.98,-1.12
397672.24,-4211.88,-0.9
397726.39,-4212.53,-0.65
397766.31,-4213.01,-0.48
397809.94,-4213.54,-0.53
397853.15,-4214.15,-0.61
397915.75,-4215.15,-1
397979.28,-4215.76,-0.61
398042.26,-4215.99,-0.23
398105.76,-4216.55,-0.56
398168.69,-4217.22,-0.67
398231.72,-4218.37,-1.15
398239.71,-4218.2,0.17
398294.72,-4219.45,-1.25
398358.28,-4220.64,-1.19
398421.69,-4221.86,-1.22
398485.43,-4222.86,-1
398541.5,-4223.84,-0.98
398585.86,-4224.59,-0.75
398634.99,-4225.44,-0.85
398638.52,-4225.51,-0.07
398639.35,-4225.51,0
398678.32,-4226.05,-0.54
398683.51,-4226.1,-0.05
398690.48,-4226.15,-0.05
398697.21,-4226.19,-0.04
398697.22,-4226.18,0.01
398698.72,-4226.2,-0.02
398736.84,-4226.38,-0.18
398778.54,-4226.61,-0.23
398807.07,-4226.65,-0.04
398848.47,-4226.62,0.03
398887.72,-4226.62,0
398929.81,-4226.79,-0.17
398971.83,-4227,-0.21
399006.03,-4227.02,-0.02
399045.94,-4227.08,-0.06
399087.93,-4227.02,0.06
399130.13,-4227.11,-0.09
399172.12,-4227.13,-0.02
399214.47,-4227.02,0.11
399254.08,-4226.92,0.1
399296.31,-4226.91,0.01
399338.36,-4226.82,0.09
399380.73,-4226.74,0.08
399423.11,-4226.9,-0.16
399465.15,-4227.13,-0.23
399507.08,-4227.4,-0.27
399548.96,-4227.61,-0.21
399550.46,-4227.68,-0.07
399550.47,-4227.67,0.01
399609.81,-4228.29,-0.62
399618.2,-4227.95,0.34
399673.67,-4228.71,-0.76
399692.68,-4228.91,-0.2
399737.4,-4229.5,-0.59
399784.04,-4229.85,-0.35
399830.77,-4230.18,-0.33
399884.78,-4230.68,-0.5
399939.82,-4229.24,1.44
399947.12,-4231.01,-1.77
400010.68,-4231.67,-0.66
400074.34,-4232.23,-0.56
400137.93,-4232.83,-0.6
400201.33,-4233.62,-0.79
400264.85,-4234.4,-0.78
400328.39,-4235.32,-0.92
400392,-4236.24,-0.92
400426.56,-4236.63,-0.39
400489.96,-4237.65,-1.02
400553.06,-4238.41,-0.76
400563.12,-4238.55,-0.14
400616.51,-4239.2,-0.65
400670.25,-4239.82,-0.62
400733.62,-4240.47,-0.65
400797.03,-4241.1,-0.63
400860.5,-4241.72,-0.62
400923.89,-4242.3,-0.58
400986.99,-4242.89,-0.59
401049.39,-4243.81,-0.92
401112.66,-4244.88,-1.07
401175.42,-4245.81,-0.93
401238.37,-4246.88,-1.07
401302.18,-4247.87,-0.99
401365.72,-4248.79,-0.92
401429.04,-4249.65,-0.86
401492.43,-4250.31,-0.66
401555.37,-4250.77,-0.46
401603.19,-4251.21,-0.44
401655.76,-4251.53,-0.32
401709.98,-4251.98,-0.45
401773.29,-4252.55,-0.57
401829.31,-4253.22,-0.67
401836.88,-4253.33,-0.11
401900.33,-4254.17,-0.84
401963.68,-4254.93,-0.76
402027.07,-4255.66,-0.73
402090.37,-4256.31,-0.65
402153.69,-4256.88,-0.57
402205.07,-4257.39,-0.51
402210.52,-4257.42,-0.03
402258.94,-4257.84,-0.42
402322.27,-4258.36,-0.52
402385.66,-4258.93,-0.57
402399.6,-4259.04,-0.11
402449.07,-4259.43,-0.39
402463.18,-4259.6,-0.17
402475.19,-4259.72,-0.12
402481,-4259.81,-0.09
402491.35,-4259.81,0
402498.03,-4259.89,-0.08
402498.96,-4259.88,0.01
402499.41,-4259.91,-0.03
402500.49,-4259.94,-0.03
402501.63,-4259.91,0.03
402502.08,-4259.93,-0.02
402503.04,-4259.89,0.04
402508.95,-4260.65,-0.76
402519.29,-4260.03,0.62
402530.8,-4260.01,0.02
402541.84,-4260.24,-0.23
402585.29,-4260.84,-0.6
402604.83,-4261.11,-0.27
402627.78,-4261.41,-0.3
402690.97,-4262.46,-1.05
402754.1,-4263.37,-0.91
402816.78,-4264.34,-0.97
402879.84,-4265.06,-0.72
402942.42,-4265.62,-0.56
403004.98,-4266.25,-0.63
403068.3,-4267.07,-0.82
403131.86,-4267.99,-0.92
403181.91,-4268.95,-0.96
403194.43,-4268.6,0.35
403208.09,-4266.96,1.64
403257.87,-4269.61,-2.65
403320.79,-4270.65,-1.04
403384.16,-4271.68,-1.03
403447.92,-4272.6,-0.92
403500.53,-4273.44,-0.84
403542.16,-4274.04,-0.6
403596.42,-4274.9,-0.86
403659.05,-4275.78,-0.88
403721.78,-4276.74,-0.96
403785.16,-4277.75,-1.01
403848.61,-4278.75,-1
403911.46,-4279.79,-1.04
403974.67,-4280.65,-0.86
404038.29,-4281.52,-0.87
404078.74,-4282.06,-0.54
404142.16,-4283.26,-1.2
404205.15,-4284.31,-1.05
404268.47,-4285.35,-1.04
404332.12,-4286.26,-0.91
404395.32,-4287.1,-0.84
404458.55,-4288.03,-0.93
404511.31,-4288.78,-0.75
404565.67,-4289.59,-0.81
404619.77,-4290.42,-0.83
404683.25,-4291.42,-1
404746.49,-4292.31,-0.89
404809.4,-4293.02,-0.71
404872.78,-4293.78,-0.76
404936.23,-4294.85,-1.07
404999.31,-4296.04,-1.19
405062.7,-4297.1,-1.06
405125.84,-4297.93,-0.83
405188.93,-4298.63,-0.7
405252.46,-4299.38,-0.75
405315.78,-4300.31,-0.93
405378.61,-4301.01,-0.7
405442.41,-4301.97,-0.96
405496.86,-4302.82,-0.85
405548.45,-4303.55,-0.73
405598.25,-4303.98,-0.43
405662.21,-4304.76,-0.78
405726,-4305.7,-0.94
405789.89,-4306.61,-0.91
405853.99,-4307.69,-1.08
405908.62,-4308.27,-0.58
405962.85,-4308.84,-0.57
406004.03,-4309.16,-0.32
406052.82,-4309.79,-0.63
406116.75,-4310.57,-0.78
406180.15,-4311.39,-0.82
406244.12,-4312.24,-0.85
406294.23,-4312.89,-0.65
406348.08,-4313.35,-0.46
406401.73,-4313.88,-0.53
406449.97,-4314.38,-0.5
406498.27,-4315.09,-0.71
406562.44,-4316.08,-0.99
406626.23,-4317.05,-0.97
406690.22,-4317.86,-0.81
406754.14,-4318.62,-0.76
406817.77,-4319.2,-0.58
406880.83,-4319.81,-0.61
406943.87,-4320.42,-0.61
407007.73,-4321.17,-0.75
407071.66,-4322.12,-0.95
407135.64,-4323.1,-0.98
407190.33,-4323.87,-0.77
407244.3,-4324.42,-0.55
407298.07,-4325,-0.58
407350.12,-4325.61,-0.61
407402.64,-4326.25,-0.64
407457.74,-4327.02,-0.77
407521.69,-4327.91,-0.89
407585.58,-4328.81,-0.9
407649.59,-4329.64,-0.83
407712.88,-4330.34,-0.7
407776.7,-4331.06,-0.72
407839.81,-4331.57,-0.51
407890.37,-4332.16,-0.59
407954.49,-4332.84,-0.68
408018.44,-4333.73,-0.89
408082.51,-4334.59,-0.86
408146.44,-4335.36,-0.77
408210.4,-4335.97,-0.61
408267.95,-4336.56,-0.59
408307.54,-4337.1,-0.54
408341.94,-4337.64,-0.54
408386.15,-4338.29,-0.65
408449.74,-4339.18,-0.89
408513.28,-4340,-0.82
408558.99,-4340.55,-0.55
408622.27,-4341.18,-0.63
408685.97,-4341.79,-0.61
408748.87,-4342.33,-0.54
408812.71,-4342.8,-0.47
408875.16,-4343.62,-0.82
408937.76,-4344.53,-0.91
409001.45,-4345.34,-0.81
409065.04,-4346.27,-0.93
409128.78,-4346.92,-0.65
409192.49,-4347.58,-0.66
409255.2,-4348.18,-0.6
409318.77,-4349,-0.82
409382.5,-4350.01,-1.01
409446.2,-4350.88,-0.87
409509.86,-4351.73,-0.85
409573.55,-4352.42,-0.69
409637.31,-4353.19,-0.77
409701.02,-4353.99,-0.8
409764.85,-4354.69,-0.7
409828.46,-4355.64,-0.95
409892.33,-4356.52,-0.88
409956.18,-4357.16,-0.64
410019.97,-4357.95,-0.79
410083.49,-4358.85,-0.9
410147.25,-4359.65,-0.8
410211,-4360.37,-0.72
410274.48,-4361.15,-0.78
410291.12,-4365.63,-4.48
410338.15,-4362.18,3.45
410391.22,-4362.69,-0.51
410455.09,-4363.44,-0.75
410518.89,-4364.13,-0.69
410582.58,-4364.99,-0.86
410646.22,-4365.9,-0.91
410709.96,-4366.8,-0.9
410773.54,-4367.79,-0.99
410837.34,-4368.66,-0.87
410901,-4369.43,-0.77
410964.27,-4370.12,-0.69
411007.6,-4370.61,-0.49
411042.72,-4370.91,-0.3
411094.13,-4371.49,-0.58
411144.34,-4371.93,-0.44
411179.17,-4372.47,-0.54
411242.1,-4373.24,-0.77
411305.8,-4374.15,-0.91
411350.09,-4374.57,-0.42
411399.99,-4375.14,-0.57
411443.98,-4375.56,-0.42
411489.36,-4376.14,-0.58
411537.15,-4376.81,-0.67
411572.02,-4377.25,-0.44
411609.38,-4377.78,-0.53
411657.83,-4378.42,-0.64
411715.22,-4379.24,-0.82
411763.93,-4379.8,-0.56
411805.54,-4380.31,-0.51
411845.24,-4380.74,-0.43
411908.9,-4381.28,-0.54
411972.6,-4381.9,-0.62
412036.13,-4382.77,-0.87
412099.76,-4383.72,-0.95
412163.31,-4384.8,-1.08
412227.05,-4385.73,-0.93
412290.85,-4386.52,-0.79
412354.39,-4387.18,-0.66
412418.1,-4387.88,-0.7
412481.76,-4388.81,-0.93
412545.47,-4389.66,-0.85
412609.06,-4390.64,-0.98
412672.06,-4391.56,-0.92
412735.85,-4392.36,-0.8
412799.4,-4393.05,-0.69
412863.11,-4393.68,-0.63
412926.84,-4394.35,-0.67
412990.63,-4394.95,-0.6
413054.15,-4395.78,-0.83
413117.76,-4396.67,-0.89
413181.52,-4397.68,-1.01
413245.33,-4398.63,-0.95
413308.33,-4399.52,-0.89
413372.24,-4400.26,-0.74
413436.24,-4400.94,-0.68
413462.56,-4401.24,-0.3
413499.8,-4401.67,-0.43
413563.75,-4402.56,-0.89
413627.51,-4403.52,-0.96
413691.17,-4404.59,-1.07
413754.73,-4405.54,-0.95
413818.22,-4406.33,-0.79
413882.06,-4406.99,-0.66
413945.76,-4407.63,-0.64
414009.54,-4408.31,-0.68
414050.93,-4408.7,-0.39
414114.63,-4409.16,-0.46
414178.38,-4410.02,-0.86
414241.72,-4410.99,-0.97
414296.16,-4411.73,-0.74
414359.77,-4412.59,-0.86
414422.74,-4413.18,-0.59
414476.24,-4413.72,-0.54
414539.95,-4414.36,-0.64
414603.47,-4415.09,-0.73
414667.15,-4415.94,-0.85
414730.92,-4416.7,-0.76
414772.81,-4417.37,-0.67
414777.4,-4417.71,-0.34
414836.03,-4418.09,-0.38
414899.7,-4418.7,-0.61
414942.01,-4419.02,-0.32
415005.64,-4419.59,-0.57
415036.01,-4419.86,-0.27
415069.44,-4420.16,-0.3
415133.06,-4421,-0.84
415189.55,-4421.69,-0.69
415246.77,-4422.51,-0.82
415299.36,-4423.06,-0.55
415363.03,-4423.75,-0.69
415426.76,-4424.17,-0.42
415490.46,-4424.77,-0.6
415554.08,-4425.36,-0.59
415617.7,-4426,-0.64
415680.76,-4426.74,-0.74
415744.61,-4427.38,-0.64
415807.39,-4428.07,-0.69
415871.11,-4428.68,-0.61
415934.32,-4429.2,-0.52
415998.04,-4429.68,-0.48
416061.7,-4430.13,-0.45
416125.41,-4430.77,-0.64
416189.16,-4431.42,-0.65
416252.92,-4432.08,-0.66
416316.68,-4432.8,-0.72
416351.63,-4433.15,-0.35
416394.7,-4433.55,-0.4
416440.32,-4433.94,-0.39
416494.96,-4434.23,-0.29
416558.61,-4434.78,-0.55
416621.74,-4435.4,-0.62
416662.93,-4435.84,-0.44
416717.22,-4436.38,-0.54
416759.7,-4436.88,-0.5
416804.97,-4437.33,-0.45
416846.36,-4437.85,-0.52
416908.63,-4438.5,-0.65
416972.13,-4439.17,-0.67
417035.94,-4439.9,-0.73
417099.68,-4440.69,-0.79
417163.34,-4441.24,-0.55
417226.72,-4441.8,-0.56
417290.31,-4442.44,-0.64
417353.99,-4442.97,-0.53
417417.63,-4443.59,-0.62
417479.98,-4444.43,-0.84
417543.89,-4445.32,-0.89
417607.52,-4446.09,-0.77
417671.29,-4446.88,-0.79
417734.87,-4447.63,-0.75
417798.84,-4448.12,-0.49
417862.84,-4448.5,-0.38
417926.51,-4449.07,-0.57
417990.07,-4449.8,-0.73
418053.1,-4450.8,-1
418115.92,-4451.68,-0.88
418179.48,-4452.72,-1.04
418242.95,-4453.66,-0.94
418306.55,-4454.32,-0.66
418370.23,-4455.05,-0.73
418413.11,-4455.47,-0.42
418476.71,-4456.34,-0.87
418516.15,-4455.47,0.87
418538.77,-4457.06,-1.59
418602.2,-4457.88,-0.82
418665.8,-4458.65,-0.77
418710.08,-4459.16,-0.51
418764.01,-4459.69,-0.53
418819.11,-4460.12,-0.43
418882.86,-4460.67,-0.55
418946.31,-4461.2,-0.53
419000.78,-4461.76,-0.56
419049.11,-4462.22,-0.46
419096.43,-4462.86,-0.64
419160,-4463.72,-0.86
419215.64,-4464.45,-0.73
419279.43,-4465.24,-0.79
419333.94,-4465.95,-0.71
419388.68,-4466.39,-0.44
419435.34,-4466.84,-0.45
419486.84,-4467.36,-0.52
419532.81,-4467.89,-0.53
419596.39,-4468.69,-0.8
419659.3,-4469.67,-0.98
419723.21,-4470.34,-0.67
419786.82,-4471.19,-0.85
419850.41,-4472.22,-1.03
419914.26,-4473.02,-0.8
419977.95,-4473.62,-0.6
420041.61,-4474.47,-0.85
420105.32,-4475.24,-0.77
420168.66,-4476.06,-0.82
420232.76,-4476.68,-0.62
420283.92,-4477.25,-0.57
420337.9,-4478.01,-0.76
420388.21,-4478.68,-0.67
420438.39,-4479.44,-0.76
420478.07,-4480.03,-0.59
420518.3,-4480.41,-0.38
420581.88,-4481.18,-0.77
420645.77,-4482,-0.82
420708.88,-4483.04,-1.04
420771.77,-4484.06,-1.02
420835.48,-4485,-0.94
420899.18,-4485.79,-0.79
420962.78,-4486.51,-0.72
421026.35,-4487.05,-0.54
421089.96,-4488,-0.95
421152.88,-4488.92,-0.92
421216.79,-4489.81,-0.89
421280.48,-4490.67,-0.86
421344.01,-4491.29,-0.62
421371.01,-4491.65,-0.36
421434.69,-4492.56,-0.91
421438.7,-4492.42,0.14
421498.18,-4493.62,-1.2
421562.12,-4494.67,-1.05
421602.88,-4495.4,-0.73
421636.87,-4495.9,-0.5
421684.52,-4496.65,-0.75
421733.08,-4497.41,-0.76
421776.05,-4498.08,-0.67
421818.84,-4498.74,-0.66
421861.85,-4499.26,-0.52
421924.54,-4500.03,-0.77
421987.69,-4500.57,-0.54
422051.2,-4501.26,-0.69
422114.21,-4502,-0.74
422177.99,-4502.88,-0.88
422241.8,-4503.84,-0.96
422305.47,-4504.7,-0.86
422347.7,-4505.34,-0.64
422400.21,-4506.05,-0.71
422443.46,-4506.69,-0.64
422500.55,-4507.18,-0.49
422546.49,-4507.62,-0.44
422587.22,-4507.94,-0.32
422650.82,-4508.48,-0.54
422714.59,-4508.98,-0.5
422778.19,-4509.64,-0.66
422830.44,-4509.7,-0.06
422841.94,-4510.23,-0.53
422850.43,-4509.77,0.46
422905.35,-4511.08,-1.31
422968.36,-4511.71,-0.63
423031.7,-4512.43,-0.72
423095.07,-4512.98,-0.55
423158.71,-4513.51,-0.53
423222.23,-4514.21,-0.7
423285.22,-4514.92,-0.71
423348.99,-4515.51,-0.59
423412.61,-4516.1,-0.59
423476.22,-4516.71,-0.61
423539.85,-4517.07,-0.36
423563.51,-4517.3,-0.23
423603.29,-4517.69,-0.39
423667.01,-4518.16,-0.47
423730.75,-4518.77,-0.61
423794.53,-4519.2,-0.43
423858.26,-4519.59,-0.39
423899.06,-4519.99,-0.4
423931.43,-4520.34,-0.35
423967.18,-4520.64,-0.3
424030.72,-4521.42,-0.78
424094.63,-4522.01,-0.59
424157.83,-4522.76,-0.75
424209.63,-4523.2,-0.44
424259.21,-4523.65,-0.45
424305.79,-4523.95,-0.3
424369.62,-4524.49,-0.54
424433.3,-4524.95,-0.46
424497.05,-4525.42,-0.47
424560.65,-4526.25,-0.83
424624.45,-4527.01,-0.76
424680.12,-4527.82,-0.81
424743.41,-4528.84,-1.02
424807.17,-4529.67,-0.83
424870.83,-4530.42,-0.75
424918.75,-4530.77,-0.35
424969.13,-4531.33,-0.56
425023.88,-4531.9,-0.57
425087.46,-4532.84,-0.94
425139.85,-4533.45,-0.61
425183.93,-4534.11,-0.66
425228.83,-4534.69,-0.58
425292.44,-4535.63,-0.94
425355.48,-4536.31,-0.68
425418.6,-4536.95,-0.64
425482.12,-4537.63,-0.68
425545.87,-4538.22,-0.59
425609.53,-4538.86,-0.64
425672.49,-4539.73,-0.87
425736.21,-4540.64,-0.91
425799.25,-4541.82,-1.18
425862.8,-4542.79,-0.97
425926.55,-4543.76,-0.97
425990.16,-4544.54,-0.78
426053.98,-4545.16,-0.62
426117.75,-4545.87,-0.71
426181.47,-4546.75,-0.88
426245,-4547.53,-0.78
426308.75,-4548.44,-0.91
426366.19,-4549.09,-0.65
426374.62,-4549.18,-0.09
426423.79,-4549.5,-0.32
426471.14,-4549.93,-0.43
426480.33,-4550.05,-0.12
426484.34,-4550.07,-0.02
426484.35,-4550.06,0.01
426486.26,-4550.19,-0.13
426486.27,-4550.19,0
426488.58,-4550.84,-0.65
426492.18,-4550.16,0.68
426492.19,-4550.15,0.01
426498.91,-4549.97,0.18
426498.93,-4549.95,0.02
426501.86,-4549.97,-0.02
426504.79,-4549.93,0.04
426505.77,-4549.94,-0.01
426506.28,-4550.02,-0.08
426506.79,-4549.94,0.08
426507.25,-4549.92,0.02
426508.35,-4549.92,-5.82E-11
426509.44,-4549.96,-0.04
426509.91,-4549.96,0
426509.92,-4549.96,0
426517.97,-4550.01,-0.05
426518.98,-4550.01,0
426518.99,-4550.01,0
426519.45,-4550.01,0
426520.52,-4550.03,-0.02
426521.64,-4550.03,0
426522.13,-4550.01,0.02
426522.71,-4550.03,-0.02
426523.18,-4549.94,0.09
426524.21,-4549.97,-0.03
426527.16,-4549.91,0.06
426530.09,-4549.96,-0.05
426530.1,-4549.95,0.01
426540.36,-4550.12,-0.17
426540.37,-4550.11,0.01
426543.25,-4550.09,0.02
426546.24,-4550.09,0
426546.25,-4550.08,0.01
426549.05,-4550.15,-0.07
426549.06,-4550.15,0
426555.83,-4550.06,0.09
426577.25,-4550.27,-0.21
426640.8,-4551.12,-0.85
426653.83,-4551.14,-0.02
426654.9,-4551.14,0
426655.68,-4551.15,-0.01
426704.01,-4551.99,-0.84
426713.48,-4551.2,0.79
426767.67,-4552.88,-1.68
426831.27,-4553.77,-0.89
426895.1,-4554.52,-0.75
426958.73,-4555.21,-0.69
427022.36,-4555.86,-0.65
427086.03,-4556.61,-0.75
427149.75,-4557.41,-0.8
427213.49,-4558.25,-0.84
427277.23,-4558.92,-0.67
427340.39,-4559.6,-0.68
427399.91,-4560.09,-0.49
427463.39,-4560.67,-0.58
427527.29,-4561.16,-0.49
427590.93,-4561.87,-0.71
427654.72,-4562.6,-0.73
427718.51,-4563.43,-0.83
427782.23,-4564.36,-0.93
427799.28,-4564.49,-0.13
427837.28,-4564.73,-0.24
427890.62,-4565.23,-0.5
427954.54,-4565.74,-0.51
427984.88,-4566.08,-0.34
428047.72,-4566.71,-0.63
428110.44,-4567.53,-0.82
428174.09,-4568.31,-0.78
428237.82,-4569.03,-0.72
428301.34,-4569.72,-0.69
428365.16,-4570.24,-0.52
428428.86,-4570.9,-0.66
428492.76,-4571.47,-0.57
428555.87,-4571.97,-0.5
428619.44,-4572.67,-0.7
428683.11,-4573.33,-0.66
428746.5,-4574.15,-0.82
428787.73,-4574.55,-0.4
428851.43,-4575.17,-0.62
428915.4,-4575.8,-0.63
428978.58,-4576.53,-0.73
429042.54,-4577.38,-0.85
429106.32,-4578.22,-0.84
429169.97,-4579.14,-0.92
429211.39,-4579.56,-0.42
429251.83,-4580.01,-0.45
429295.11,-4580.32,-0.31
429358.47,-4580.93,-0.61
429391.43,-4581.18,-0.25
429425.88,-4581.45,-0.27
429458.92,-4581.86,-0.41
429492.38,-4582.2,-0.34
429555.99,-4583.08,-0.88
429619.82,-4583.73,-0.65
429675.6,-4584.32,-0.59
429739.28,-4584.94,-0.62
429794.44,-4585.76,-0.82
429853.15,-4586.05,-0.29
429916.89,-4586.68,-0.63
429971.93,-4587.44,-0.76
429995.95,-4587.85,-0.41
430035.6,-4588.17,-0.32
430099.37,-4588.9,-0.73
430124.41,-4589.03,-0.13
430124.54,-4592.62,-3.59
430163.1,-4589.49,3.13
430175.62,-4590.75,-1.26
430226.87,-4590.01,0.74
430290.59,-4590.79,-0.78
